TCI,HydroGp,Transect,Species,Year,time,mTCI
6,Group 3,8,BB,2015,-1.5,0.14
6,Group 3,8,BB,2016,-0.5,0.14
10,Group 3,8,BB,2018,1.5,0.455
10,Group 3,8,BB,2015,-1.5,0.525
10,Group 3,8,BB,2016,-0.5,0.525
11,Group 3,8,BB,2018,1.5,0.6375
8,Group 3,8,BB,2015,-1.5,0.36
8,Group 3,8,BB,2016,-0.5,0.36
10,Group 3,8,BB,2018,1.5,0.56
10,Group 3,8,BB,2015,-1.5,0.486
10,Group 3,8,BB,2016,-0.5,0.486
11,Group 3,8,BB,2018,1.5,0.6375
5,Group 3,8,BB,2015,-1.5,0.06
5,Group 3,8,BB,2016,-0.5,0.06
9,Group 3,8,BB,2018,1.5,0.325
8,Group 3,8,BB,2015,-1.5,0.3
8,Group 3,8,BB,2016,-0.5,0.3
11,Group 3,8,BB,2018,1.5,0.6375
11,Group 3,8,BB,2015,-1.5,0.6075
11,Group 3,8,BB,2016,-0.5,0.6075
11,Group 3,8,BB,2018,1.5,0.6375
8,Group 3,8,BB,2015,-1.5,0.246
8,Group 3,8,BB,2016,-0.5,0.246
10,Group 3,8,BB,2018,1.5,0.56
7,Group 3,8,BB,2015,-1.5,0.164
7,Group 3,8,BB,2016,-0.5,0.164
10,Group 3,8,BB,2018,1.5,0.525
9,Group 3,8,BB,2015,-1.5,0.385
9,Group 3,8,BB,2016,-0.5,0.385
10,Group 3,8,BB,2018,1.5,0.56
8,Group 3,8,BB,2015,-1.5,0.25
8,Group 3,8,BB,2016,-0.5,0.25
10,Group 3,8,BB,2018,1.5,0.49
7,Group 3,8,BB,2015,-1.5,0.24
7,Group 3,8,BB,2016,-0.5,0.24
10,Group 3,8,BB,2018,1.5,0.525
8,Group 3,8,BB,2015,-1.5,0.1681
8,Group 3,8,BB,2016,-0.5,0.1681
10,Group 3,8,BB,2018,1.5,0.5625
11,Group 3,8,BB,2015,-1.5,0.567
11,Group 3,8,BB,2016,-0.5,0.567
11,Group 3,8,BB,2018,1.5,0.72
11,Group 3,8,BB,2015,-1.5,0.6075
11,Group 3,8,BB,2016,-0.5,0.6075
11,Group 3,8,BB,2018,1.5,0.675
11,Group 3,8,BB,2015,-1.5,0.567
11,Group 3,8,BB,2016,-0.5,0.567
11,Group 3,8,BB,2018,1.5,0.595
4,Group 3,8,BB,2015,-1.5,0.04
4,Group 3,8,BB,2016,-0.5,0.04
7,Group 3,8,BB,2018,1.5,0.24
8,Group 3,8,BB,2015,-1.5,0.25
8,Group 3,8,BB,2016,-0.5,0.25
11,Group 3,8,BB,2018,1.5,0.595
11,Group 3,8,BB,2015,-1.5,0.6075
11,Group 3,8,BB,2016,-0.5,0.6075
11,Group 3,8,BB,2018,1.5,0.68
8,Group 3,8,BB,2015,-1.5,0.36
8,Group 3,8,BB,2016,-0.5,0.36
10,Group 3,8,BB,2018,1.5,0.525
11,Group 3,8,BB,2015,-1.5,0.567
11,Group 3,8,BB,2016,-0.5,0.567
11,Group 3,8,BB,2018,1.5,0.63
8,Group 3,8,BB,2015,-1.5,0.36
8,Group 3,8,BB,2016,-0.5,0.36
10,Group 3,8,BB,2018,1.5,0.455
6,Group 1,22,BB,2015,-1.5,0.1
6,Group 1,22,BB,2016,-0.5,0.1
10,Group 1,22,BB,2018,1.5,0.5625
10,Group 1,22,BB,2018,1.5,0.64
5,Group 1,22,BB,2015,-1.5,0.08
5,Group 1,22,BB,2016,-0.5,0.08
7,Group 1,22,BB,2016,-0.5,0.24
10,Group 1,22,BB,2018,1.5,0.525
9,Group 1,22,BB,2015,-1.5,0.42
9,Group 1,22,BB,2016,-0.5,0.42
9,Group 1,22,BB,2018,1.5,0.375
10,Group 1,22,BB,2015,-1.5,0.525
10,Group 1,22,BB,2016,-0.5,0.525
11,Group 1,22,BB,2018,1.5,0.6375
10,Group 1,22,BB,2015,-1.5,0.486
10,Group 1,22,BB,2016,-0.5,0.486
12,Group 1,22,BB,2018,1.5,0.7225
9,Group 1,22,BB,2015,-1.5,0.45
9,Group 1,22,BB,2016,-0.5,0.45
12,Group 1,22,BB,2018,1.5,0.765
8,Group 1,22,BB,2015,-1.5,0.36
8,Group 1,22,BB,2016,-0.5,0.36
10,Group 1,22,BB,2018,1.5,0.6
10,Group 1,22,BB,2015,-1.5,0.486
10,Group 1,22,BB,2016,-0.5,0.486
10,Group 1,22,BB,2018,1.5,0.6
9,Group 1,22,BB,2015,-1.5,0.42
9,Group 1,22,BB,2016,-0.5,0.42
10,Group 1,22,BB,2018,1.5,0.64
11,Group 1,22,BB,2015,-1.5,0.5525
11,Group 1,22,BB,2016,-0.5,0.5525
11,Group 1,22,BB,2018,1.5,0.68
9,Group 1,22,BB,2015,-1.5,0.42
9,Group 1,22,BB,2016,-0.5,0.42
11,Group 1,22,BB,2018,1.5,0.68
9,Group 1,22,BB,2015,-1.5,0.45
9,Group 1,22,BB,2016,-0.5,0.45
10,Group 1,22,BB,2018,1.5,0.6
9,Group 1,22,BB,2015,-1.5,0.45
9,Group 1,22,BB,2016,-0.5,0.45
11,Group 1,22,BB,2018,1.5,0.675
7,Group 1,22,BB,2015,-1.5,0.24
7,Group 1,22,BB,2016,-0.5,0.24
10,Group 1,22,BB,2018,1.5,0.5625
10,Group 1,22,BB,2015,-1.5,0.525
10,Group 1,22,BB,2016,-0.5,0.525
11,Group 1,22,BB,2018,1.5,0.68
9,Group 1,22,BB,2015,-1.5,0.42
9,Group 1,22,BB,2016,-0.5,0.42
10,Group 1,22,BB,2018,1.5,0.64
10,Group 1,22,BB,2015,-1.5,0.49
10,Group 1,22,BB,2016,-0.5,0.49
11,Group 1,22,BB,2018,1.5,0.6375
9,Group 1,22,BB,2015,-1.5,0.45
9,Group 1,22,BB,2016,-0.5,0.45
10,Group 1,22,BB,2018,1.5,0.64
7,Group 1,22,BB,2015,-1.5,0.2
7,Group 1,22,BB,2016,-0.5,0.2
10,Group 1,22,BB,2018,1.5,0.64
7,Group 1,22,BB,2015,-1.5,0.2
7,Group 1,22,BB,2016,-0.5,0.2
11,Group 1,22,BB,2018,1.5,0.675
6,Group 1,22,BB,2015,-1.5,0.1
6,Group 1,22,BB,2016,-0.5,0.1
10,Group 1,22,BB,2018,1.5,0.6
6,Group 1,22,BB,2015,-1.5,0.1
6,Group 1,22,BB,2016,-0.5,0.1
11,Group 1,22,BB,2018,1.5,0.6375
10,Group 1,4,BB,2015,-1.5,0.49
10,Group 1,4,BB,2016,-0.5,0.49
11,Group 1,4,BB,2018,1.5,0.68
12,Group 1,4,BB,2015,-1.5,0.6561
12,Group 1,4,BB,2016,-0.5,0.6561
13,Group 1,4,BB,2018,1.5,0.855
11,Group 1,4,BB,2015,-1.5,0.567
11,Group 1,4,BB,2016,-0.5,0.567
12,Group 1,4,BB,2018,1.5,0.81
13,Group 1,4,BB,2015,-1.5,0.7371
13,Group 1,4,BB,2016,-0.5,0.7371
13,Group 1,4,BB,2018,1.5,0.8075
11,Group 1,4,BB,2015,-1.5,0.567
11,Group 1,4,BB,2016,-0.5,0.567
11,Group 1,4,BB,2018,1.5,0.595
11,Group 1,4,BB,2018,1.5,0.68
8,Group 1,4,BB,2015,-1.5,0.225
8,Group 1,4,BB,2016,-0.5,0.225
11,Group 1,4,BB,2015,-1.5,0.6075
11,Group 1,4,BB,2016,-0.5,0.6075
12,Group 1,4,BB,2018,1.5,0.765
10,Group 1,4,BB,2015,-1.5,0.5625
10,Group 1,4,BB,2016,-0.5,0.5625
11,Group 1,4,BB,2018,1.5,0.68
9,Group 1,4,BB,2015,-1.5,0.42
9,Group 1,4,BB,2016,-0.5,0.42
11,Group 1,4,BB,2018,1.5,0.72
12,Group 1,4,BB,2015,-1.5,0.6825
12,Group 1,4,BB,2016,-0.5,0.6825
12,Group 1,4,BB,2018,1.5,0.76
8,Group 1,4,BB,2015,-1.5,0.21
8,Group 1,4,BB,2016,-0.5,0.21
12,Group 1,4,BB,2018,1.5,0.7225
11,Group 1,4,BB,2015,-1.5,0.595
11,Group 1,4,BB,2016,-0.5,0.595
13,Group 1,4,BB,2018,1.5,0.855
11,Group 1,4,BB,2015,-1.5,0.567
11,Group 1,4,BB,2016,-0.5,0.567
12,Group 1,4,BB,2018,1.5,0.7225
12,Group 1,4,BB,2015,-1.5,0.637
12,Group 1,4,BB,2016,-0.5,0.637
12,Group 1,4,BB,2018,1.5,0.76
10,Group 1,4,BB,2015,-1.5,0.5625
10,Group 1,4,BB,2016,-0.5,0.5625
13,Group 1,4,BB,2018,1.5,0.8075
8,Group 1,5,BB,2015,-1.5,0.21
8,Group 1,5,BB,2016,-0.5,0.21
11,Group 1,5,BB,2018,1.5,0.68
10,Group 1,5,BB,2015,-1.5,0.486
10,Group 1,5,BB,2016,-0.5,0.486
13,Group 1,5,BB,2018,1.5,0.855
10,Group 1,5,BB,2015,-1.5,0.525
10,Group 1,5,BB,2016,-0.5,0.525
12,Group 1,5,BB,2018,1.5,0.81
11,Group 1,5,BB,2015,-1.5,0.546
11,Group 1,5,BB,2016,-0.5,0.546
13,Group 1,5,BB,2018,1.5,0.8075
11,Group 1,5,BB,2015,-1.5,0.567
11,Group 1,5,BB,2016,-0.5,0.567
12,Group 1,5,BB,2018,1.5,0.765
7,Group 1,5,BB,2015,-1.5,0.15
7,Group 1,5,BB,2016,-0.5,0.15
10,Group 1,5,BB,2018,1.5,0.64
8,Group 1,5,BB,2015,-1.5,0.36
8,Group 1,5,BB,2016,-0.5,0.36
11,Group 1,5,BB,2018,1.5,0.68
9,Group 1,5,BB,2015,-1.5,0.42
9,Group 1,5,BB,2016,-0.5,0.42
11,Group 1,5,BB,2018,1.5,0.68
8,Group 1,5,BB,2015,-1.5,0.195
8,Group 1,5,BB,2016,-0.5,0.195
11,Group 1,5,BB,2018,1.5,0.6375
10,Group 1,5,BB,2015,-1.5,0.405
10,Group 1,5,BB,2016,-0.5,0.405
12,Group 1,5,BB,2018,1.5,0.765
9,Group 1,5,BB,2015,-1.5,0.243
9,Group 1,5,BB,2016,-0.5,0.243
12,Group 1,5,BB,2018,1.5,0.7225
6,Group 1,5,BB,2015,-1.5,0.12
6,Group 1,5,BB,2016,-0.5,0.12
10,Group 1,5,BB,2018,1.5,0.64
7,Group 1,5,BB,2015,-1.5,0.15
7,Group 1,5,BB,2016,-0.5,0.15
10,Group 1,5,BB,2018,1.5,0.6
11,Group 1,5,BB,2015,-1.5,0.546
11,Group 1,5,BB,2016,-0.5,0.546
13,Group 1,5,BB,2018,1.5,0.8075
9,Group 1,5,BB,2015,-1.5,0.243
9,Group 1,5,BB,2016,-0.5,0.243
11,Group 1,5,BB,2018,1.5,0.72
9,Group 1,5,BB,2015,-1.5,0.45
9,Group 1,5,BB,2016,-0.5,0.45
11,Group 1,5,BB,2018,1.5,0.72
10,Group 1,5,BB,2016,-0.5,0.486
12,Group 1,5,BB,2018,1.5,0.7125
10,Group 1,5,BB,2018,1.5,0.6
7,Group 1,5,BB,2015,-1.5,0.14
7,Group 1,5,BB,2016,-0.5,0.14
10,Group 1,5,BB,2018,1.5,0.525
9,Group 1,5,BB,2015,-1.5,0.42
9,Group 1,5,BB,2016,-0.5,0.42
10,Group 1,5,BB,2018,1.5,0.6
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
11,Group 1,13,BB,2018,1.5,0.68
7,Group 1,13,BB,2015,-1.5,0.18
7,Group 1,13,BB,2016,-0.5,0.18
10,Group 1,13,BB,2018,1.5,0.64
8,Group 1,13,BB,2015,-1.5,0.36
8,Group 1,13,BB,2016,-0.5,0.36
10,Group 1,13,BB,2018,1.5,0.64
6,Group 1,13,BB,2015,-1.5,0.09
6,Group 1,13,BB,2016,-0.5,0.09
10,Group 1,13,BB,2018,1.5,0.6
10,Group 1,13,BB,2015,-1.5,0.486
10,Group 1,13,BB,2016,-0.5,0.486
11,Group 1,13,BB,2018,1.5,0.675
8,Group 1,13,BB,2015,-1.5,0.36
8,Group 1,13,BB,2016,-0.5,0.36
10,Group 1,13,BB,2018,1.5,0.6
8,Group 1,13,BB,2015,-1.5,0.21
8,Group 1,13,BB,2016,-0.5,0.21
11,Group 1,13,BB,2018,1.5,0.68
7,Group 1,13,BB,2015,-1.5,0.18
7,Group 1,13,BB,2016,-0.5,0.18
11,Group 1,13,BB,2018,1.5,0.6375
7,Group 1,13,BB,2015,-1.5,0.15
7,Group 1,13,BB,2016,-0.5,0.15
10,Group 1,13,BB,2018,1.5,0.52
5,Group 1,13,BB,2015,-1.5,0.06
5,Group 1,13,BB,2016,-0.5,0.06
10,Group 1,13,BB,2018,1.5,0.5625
8,Group 1,13,BB,2015,-1.5,0.21
8,Group 1,13,BB,2016,-0.5,0.21
11,Group 1,13,BB,2018,1.5,0.595
7,Group 1,13,BB,2015,-1.5,0.14
7,Group 1,13,BB,2016,-0.5,0.14
10,Group 1,13,BB,2018,1.5,0.5625
6,Group 1,13,BB,2015,-1.5,0.1
6,Group 1,13,BB,2016,-0.5,0.1
10,Group 1,13,BB,2018,1.5,0.6
5,Group 1,13,BB,2015,-1.5,0.06
5,Group 1,13,BB,2016,-0.5,0.06
10,Group 1,13,BB,2018,1.5,0.64
5,Group 1,13,BB,2015,-1.5,0.06
5,Group 1,13,BB,2016,-0.5,0.06
9,Group 1,13,BB,2018,1.5,0.375
6,Group 1,13,BB,2015,-1.5,0.09
6,Group 1,13,BB,2016,-0.5,0.09
10,Group 1,13,BB,2018,1.5,0.6
6,Group 1,13,BB,2015,-1.5,0.09
6,Group 1,13,BB,2016,-0.5,0.09
10,Group 1,13,BB,2018,1.5,0.525
6,Group 1,13,BB,2015,-1.5,0.12
6,Group 1,13,BB,2016,-0.5,0.12
10,Group 1,13,BB,2018,1.5,0.455
6,Group 1,13,BB,2015,-1.5,0.09
6,Group 1,13,BB,2016,-0.5,0.09
10,Group 1,13,BB,2018,1.5,0.5625
6,Group 1,13,BB,2015,-1.5,0.09
6,Group 1,13,BB,2016,-0.5,0.09
10,Group 1,13,BB,2018,1.5,0.6
6,Group 1,13,BB,2015,-1.5,0.1
6,Group 1,13,BB,2016,-0.5,0.1
10,Group 1,13,BB,2018,1.5,0.6
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
10,Group 1,13,BB,2018,1.5,0.64
8,Group 1,13,BB,2015,-1.5,0.36
8,Group 1,13,BB,2016,-0.5,0.36
11,Group 1,13,BB,2018,1.5,0.6375
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
11,Group 1,13,BB,2018,1.5,0.68
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
10,Group 1,13,BB,2018,1.5,0.6
9,Group 1,13,BB,2015,-1.5,0.243
9,Group 1,13,BB,2016,-0.5,0.243
12,Group 1,13,BB,2018,1.5,0.7225
7,Group 1,13,BB,2015,-1.5,0.18
7,Group 1,13,BB,2016,-0.5,0.18
10,Group 1,13,BB,2018,1.5,0.64
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
10,Group 1,13,BB,2018,1.5,0.64
9,Group 1,13,BB,2015,-1.5,0.42
9,Group 1,13,BB,2016,-0.5,0.42
10,Group 1,13,BB,2018,1.5,0.6
12,Group 1,13,BB,2015,-1.5,0.637
12,Group 1,13,BB,2016,-0.5,0.637
12,Group 1,13,BB,2018,1.5,0.7125
